keyword,category,title,price,extracted_price,raw_price,rating,reviews,platform,position,delivery,link,thumbnail,installment_price,installment_months,currency
Samsung,mobile,Samsung A53 Galaxy 5G 128gb,$90.00,90.0,90.0,4.2,21000.0,Swappa,40,Free delivery,"https://www.google.com/search?ibp=oshop&q=Samsung&prds=catalogid:11405825002969552074,productid:13619538846820592832,headlineOfferDocid:18417780467198986037,imageDocid:5782286790584667134,rds:PC_928647197513735271|PROD_PC_928647197513735271,gpcid:928647197513735271,mid:576462669801332073,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS8uUO2VtItBR836-xGyXTAexoICN7XIH1ajz5hv-HdJLC0iubrSNtC-VrSFpKwRn-nizTP7iU6KJ4r2QxnHTOrI6wceq9I,,,USD
Xiaomi,mobile,Xiaomi Poco X7 Pro 5G Dual SIM Unlocked,$406.99,406.99,406.99,4.8,29000.0,Walmart - MyWorldPhone,1,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:14998783640990168187,productid:11065940100285145292,headlineOfferDocid:8231697148291007183,imageDocid:2121217731172903228,rds:PC_7033307105854576301|PROD_PC_7033307105854576301,gpcid:7033307105854576301,mid:576462502932935192,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRgQ2dZslNtDB-uME_y6TT5QScqdrKOKCnYfOScNTcq-4VAl-sF-ixb9Qa0E9rKQq8x016EAYufJdGIm4TIbf9TjisIUR1l,,,USD
Xiaomi,mobile,Xiaomi Mi 13 Ultra 5G ROM 16GB RAM Dual SIM GSM Unlocked,$495.50,495.5,495.5,4.7,187.0,eBay - 5gsmartphonestore,2,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:7296482728811054322,productid:2744061310691531623,headlineOfferDocid:7449902615291692494,imageDocid:2615822206904285676,rds:PC_2618452658179645278|PROD_PC_2618452658179645278,gpcid:2618452658179645278,mid:576462751514464708,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTPCQM-Oscg4l43YA6z5fcoAlnK8vBqnIDEZ5qCdcDXJlMJxezWsOA_EdcG286rvwh9T8xYgDmElJH7OAZ_QNVd8A7uagM2nxW3evqWUx7DF-XN848zDvYU,,,USD
Xiaomi,mobile,Xiaomi 17 Ultra 5G Dual SIM,"$1,189.80",1189.8,1189.8,4.8,431.0,MI 4 Canada,3,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:16895626181366771666,productid:17426240118874341275,headlineOfferDocid:7811734188850848773,imageDocid:17696759288672924470,rds:PC_5568752279026963739|PROD_PC_5568752279026963739,gpcid:5568752279026963739,mid:576462883641451953,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRpB_gn2uikmiOJmneLvZbSMZLAVOXBdBpngTatv4-1mGsIz6JDh6gjISXfKWfRmUYQU10pz88icyQiH6AAw1v-LAjAWnyvPYu5ZwHosswp5iKlq7TNgx23,,,USD
Xiaomi,mobile,Xiaomi Pad 7,$302.99,302.99,302.99,4.8,8400.0,Techinn.com,4,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11844811294990464105,productid:13820749343482532123,headlineOfferDocid:3443875653576932441,imageDocid:822471842962943037,rds:PC_4320820885533354877|PROD_PC_4320820885533354877,gpcid:4320820885533354877,mid:576462510835818097,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSHDrr-Ew9GmqAScKEg5C6Xt-8i59DgEBe17_UQq5mWbhE9c0Fg0I9ZilOwfdulSIs3BvB88DGgVs_eQl753abcDWnWApk_TrWkSvWA_jRWqQZsBmlgeLU_K9U,,,USD
Xiaomi,mobile,Xiaomi 17 Ultra 5g 6.9” 16/1tb Global Version With Photography Kit,"$1,668.98",1668.98,1668.98,5.0,95.0,eBay - globaltone05,5,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:14973121103417745620,headlineOfferDocid:14973121103417745620,imageDocid:18243777814323803401,rds:PC_7358847205998996401|PROD_PC_7358847205998996401,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRQiksxvXohTSSrK3fx7N4MrIP0ZrpM85ME3Of8GF8wSJ-JN1ZcC01M24lyZYIUjIeusXj_jLL6mnhsrHC7L-CB7ePB2sq8CRbbd9MhF4XN79F_Nq90m8OUWg,,,USD
Xiaomi,mobile,Xiaomi Mi Jia Smart Home Gateway 3rd Generation Edition,$32.99,32.99,32.99,,,Xiaomi EU Store,6,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:3336011807242005141,productid:618130065113684413,headlineOfferDocid:13047247794799423504,imageDocid:9559690873618040768,gpcid:9530679067740647383,mid:576462459563834704,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQBMgX17uBuqNkKayoUBNokjui260MJBHmt-Gw-dRzjCCQ-1rGw8O5hc20Zi-gRNbuJ8zTXtx27ZX2i2lMTFofk5z2MLaum,,,USD
Xiaomi,mobile,Xiaomi Poco F7 Ultra 5G ROM RAM Dual sim GSM Unlocked,$923.99,923.99,923.99,4.9,1400.0,Walmart - MyWorldPhone,7,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:1359745886080234098,productid:16765757245806006257,headlineOfferDocid:18411169827449576812,imageDocid:14391324031065090521,rds:PC_4382117883585192341|PROD_PC_4382117883585192341,gpcid:4382117883585192341,mid:576462820169726988,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTgkrJ-9F89aHw4eFEeH7AoBUN0zB8dK75FpwlMCqASpyzRO9gecdx0QTcXIY7V_GBqr13gDgSJK2i5TkGyEP_-6L0x4Kpvqg,,,USD
Xiaomi,mobile,Xiaomi 17 Pro Max 5G,"$1,005.76",1005.76,1005.76,4.4,133.0,MI 4 Canada,8,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:10627455903757053396,productid:11778711989610274454,headlineOfferDocid:4617997911095453307,imageDocid:12641096751789379252,rds:PC_3284074874028719571|PROD_PC_3284074874028719571,gpcid:3284074874028719571,mid:576462556213259673,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT6ZN22sIZ1SNtYO-wz-kcZMhaA3Mvr6J2SAjAspqplngxxq5vhVcy00wsijYTZA9CgSUbU9DBvPXaN1s-OvFZdl11CBPdI,,,USD
Xiaomi,mobile,Xiaomi Redmi Note 10 Pro,$120.00,120.0,120.0,4.6,10000.0,eBay - anddel-3237,9,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:15921597647523918336,productid:5769131427048525062,headlineOfferDocid:10883018545165638840,imageDocid:343465814060439233,rds:PC_16428186021843862620|PROD_PC_16428186021843862620,gpcid:16428186021843862620,mid:576462416896028309,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRCsLTmtSjgT5alaF-ChX-pgxsj98bEjLxZW7zYArcEWOAWAYRWoN97tpXvegcUGuOUn8CD0Vy6awIzj40NhmA_LEO527DnnvFonkcle34Yn94YMc3reGRHUw,,,USD
Xiaomi,mobile,Xiaomi Poco F6 Pro,$549.99,549.99,549.99,4.7,772.0,MyWorldPhone.com,10,Free delivery by Wed,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:6527916135405373750,productid:6857270346858022985,headlineOfferDocid:17256212265627179844,imageDocid:11292944842602586937,rds:PC_14997002917498745116|PROD_PC_14997002917498745116,gpcid:14997002917498745116,mid:576462803657368861,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTazKBWldIk59UjFIHR_Wx0behjaGEvR9vXD2D8fdTHlJbkuBUxDXtGCdVblyJ5AL3GyGv5MDMVUv92nrc-fVHiqlIzj27CuJKNMSaQeHqKZV8SLpeda-gK4g,,,USD
Xiaomi,mobile,"XIAOMI Poco X7 PRO 5G + 4G LTE (for Tmobile Mint Tello & Global) (256GB + 8GB) Ai 6.67"" 50MP Gamers Phone NFC Dual sim Unlocked Model 2412DPC0AG (",$152.83,152.83,152.83,,,ravir.de,11,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:4427706460411382824,headlineOfferDocid:4427706460411382824,imageDocid:9620856248738084989,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQucDEEd_Gt_Aoum3Naba61mmedNrRyoTsNg8k322ygDDTSJlI8z_3wuScdzrrPWCAXvVX6Xj9U4nWYBrvm_pASZW9tMf2HSw,,,USD
Xiaomi,mobile,Xiaomi Redmi Note 14s,$238.99,238.99,238.99,4.8,883.0,Walmart - MyWorldPhone,12,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11889777325076195649,productid:7245070300472978167,headlineOfferDocid:11727571834079376574,imageDocid:9997520671431296244,rds:PC_13266518680433618906|PROD_PC_13266518680433618906,gpcid:13266518680433618906,mid:576462814991285447,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSuYmMA_tOuX7ve5cE3yhYmVb1CNkBEoVYOQ0rz0fmLjRcgbQmTu0ylGsITSMPWE4Yy7W_uvt9inV7YiuSdpEyWM8fyum257g,,,USD
Xiaomi,mobile,Redmi Xiaomi 13C 4G LTE,$169.00,169.0,169.0,4.4,7900.0,eBay,13,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11992268031251864356,productid:9724948936359803275,headlineOfferDocid:15159003273458721027,imageDocid:1545464236140367771,rds:PC_553980211621910287|PROD_PC_553980211621910287,gpcid:553980211621910287,mid:576462855824771366,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTnHzOUnD6i8uplB3SbYSxyCOgS7mWrd7b1dGNMyJrInK3PY1WmlIbb02NDyEJLl_0GcRMN75PHuLGKUU4WYhdzF78WtgcXRg,,,USD
Xiaomi,mobile,Xiaomi Smart Home Hub 2,$28.99,28.99,28.99,4.7,669.0,Techinn.com,14,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:15205246104602105493,productid:13922511678831756785,headlineOfferDocid:17637636042583159774,imageDocid:13506579242395101797,rds:PC_7328858197474087465|PROD_PC_7328858197474087465,gpcid:7328858197474087465,mid:576462440396870252,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQsIo4fIMe7Yhb30YTdAdiMrQUfVDNexexgUphrcPXIA19RGy-ZX7OoAREXA9y_J_Z_oSkVIhOZdieoIW-tLcmR1j_aAaz5xM6NKyW43EK_8EWiurViUm2T,,,USD
Xiaomi,mobile,Xiaomi Mi Smart Kettle,$48.99,48.99,48.99,4.3,46.0,Xiaomi EU Store,15,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:10089068064259293837,productid:2616250928652641558,headlineOfferDocid:9206511507692916917,imageDocid:8498626813439138750,rds:PC_5450908046593253383|PROD_PC_5450908046593253383,gpcid:5450908046593253383,mid:576462790276831042,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQxh_adpVdTFd6roTtVmR2EJgIa7Ag9doAFlRIHYg4isJce6j014ONShcZNNVK-lxZYJCUcdICHZRx1bpi37rw5v6-VqlhsPa8IZbtGlXvTJ6Qgqu0jB_XBhA,,,USD
Xiaomi,mobile,Xiaomi Mi Note 10 6GB RAM 128GB Dual SIM / Unlocked,$147.00,147.0,147.0,4.6,4100.0,eBay - lmiw1828,16,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:6991036584145632146,productid:14684632328601233183,headlineOfferDocid:10376030012397376641,imageDocid:16393206805974994298,rds:PC_9676104256405933984|PROD_PC_9676104256405933984,gpcid:9676104256405933984,mid:576462671789842362,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRfnV5YjsftzLk5p7O5n6OhZKft1cat7eAdONm5N_L4wqJ-zvnoToAnYSCYWx5GfiihXKLizagffRR7lJV1R_lo9Uk8TUkPtsCLEqewAZE7L2vVu9I9PW9d,,,USD
Xiaomi,mobile,Xiaomi Poco F7 5G 512GB ROM 12GB RAM Dual Sim GSM Unlocked,$604.99,604.99,604.99,4.9,8800.0,Walmart - MyWorldPhone,17,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:5513961009193982788,productid:182426722628061473,headlineOfferDocid:16003223652480250576,imageDocid:4011458225946454115,rds:PC_15148976852408121724|PROD_PC_15148976852408121724,gpcid:15148976852408121724,mid:576462849575840467,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSckxAiXWMZV6pe0sDL2v4IZCw1NFxdKd4-M858Lfhzz0656iWn-S-EIW3oE2IZtJelxBQwKt2xwbocHO6LXtqql1gEKVnD,,,USD
Xiaomi,mobile,Xiaomi 17 12GB+256GB White + 1-Year Warranty,$655.99,655.99,655.99,4.9,125.0,Bludiode European Transactions,18,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:16797301955906940979,headlineOfferDocid:16797301955906940979,imageDocid:5025302822261052446,rds:PC_3816196488328616392|PROD_PC_3816196488328616392,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSCdmhsVKB6dG4ZK3MSpqAijmAhY1mlFjqewN5qtlSuoNysWVi71fdCco3IuBmcvXT2tcnsds2wun65S9_ek7Zh_QM6xbZCy_kj3MD1KAD_hEhe_iDbUxlmeA,,,USD
Xiaomi,mobile,Xiaomi 17 Pro Smartphone Android 16 Snapdragon 8 Elite Gen 5 Octa Core,"$1,015.99",1015.99,1015.99,4.4,145.0,eBay - likesell365,19,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:10605189361042895840,headlineOfferDocid:10605189361042895840,imageDocid:9669808978005248707,rds:PC_772329185515210719|PROD_PC_772329185515210719,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTxdIeEl-uF3yCrErGuK5jONARZN0EJ9_RMVkmXx-04gt2ivgRrBh_1VMxnIMRKlarjFJ6oQPx3PGKPRzmB9GAZJcFW63emz_9NFM2bYlbipo5j2x7SU45t,,,USD
Xiaomi,mobile,Xiaomi Redmi Pad SE 8.7,$138.99,138.99,138.99,4.9,15000.0,Techinn.com,20,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:7924525535942385857,productid:16817177510325682850,headlineOfferDocid:3156890687133814797,imageDocid:2698630453476386911,rds:PC_13929241110048363270|PROD_PC_13929241110048363270,gpcid:13929241110048363270,mid:576462900151444649,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTo0ETMyCRyWS6ZFtDXIIsIbR6neTOyxGwIkaLxPTb-SKXs2No34n35JbAOLggu6PQht4k60thFgXmGg87MFgbY952T1R0ae8fjeBHRtZBNgjoXyReCHMNiSA,,,USD
Xiaomi,mobile,Xiaomi Redmi 13C 5G 256gb ROM 8GB RAM Dual SIM GSM Unlocked - Blue,$219.99,219.99,219.99,,,Walmart - MyWorldPhone,21,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:8927090255408749580,headlineOfferDocid:8927090255408749580,imageDocid:3435029884410638287,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTVgTQGYlpb2G8r3K0vy7LC4CqcNqErVS8dYmerLOcS8nTUqKL7QYrbouiI_3ZP28_mXp4WySwsLqo7BXM912WMIu4ybCQs,,,USD
Xiaomi,mobile,Xiaomi Civi 5g 6.55 Inch 256gb Rom 12gb Ram Cell Phone Excellent,$183.20,183.2,183.2,,,eBay,22,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:10814109207621229350,headlineOfferDocid:10814109207621229350,imageDocid:12640098745573863314,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTVC7VHbpKcoud0HWXBWRmNvXn5sp0WFwHYcDxpjCF2yJgwlGyfmLnJSRtmxW9waCvfsXtbk2Z5vtNvT5r6GfS2lTanBAD5Dy9rA9XXZLkXqRESAb4d4KcxzA,,,USD
Xiaomi,mobile,Xiaomi Redmi Note 14 5G Dual Sim 256GB White (8GB RAM) - China Version at Etoren,$315.00,315.0,315.0,4.7,26.0,Etoren.com,23,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:6636534884027215763,headlineOfferDocid:6636534884027215763,imageDocid:7757289278230004825,rds:PC_8685280788731161613|PROD_PC_8685280788731161613,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSuZTJbKBoCkZXVisPBBxI0c2xP02G-Wo42SF6Luw0oSZd-A-zaWpf-6yXxhnXpBKCkLs0veAeN_e-TwMsoT5h8K25_k8AlLw,,,USD
Xiaomi,mobile,"Redmi Note 14 Pro 5G Dual SIM, 12GB/256GB - Aurora Purple (Global)",$289.00,289.0,289.0,4.7,12000.0,PDAPlaza Canada,24,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:358300776461464145,headlineOfferDocid:358300776461464145,imageDocid:12942450642109523716,rds:PC_12876536217781531422|PROD_PC_12876536217781531422,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ6r0jm8hhgwvf1vCKJSpZl3R7GF5fPV2XTfg0zw0mX8ELYKrDza-8UazeN02P7gW9g4mpT-FO0hOyWxKBDfahZKIZl8kTEMOqtjxbGRutXNBqqB4BLKGed,,,USD
Xiaomi,mobile,Xiaomi 17 Pro Max 5g | Snapdragon 8 Elite Gen5 | 7500mah 100w/50w |,"$1,345.98",1345.98,1345.98,4.4,133.0,eBay - kiplink,25,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:10960327949537342618,headlineOfferDocid:10960327949537342618,imageDocid:11553238892189354283,rds:PC_3284074874028719571|PROD_PC_3284074874028719571,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTqSvUAJ3L_dUcOJtGbislHOkPLxtYTbZNHsFKu5atYTTK-ys7iFzjOO_58LvfVHNfBrf97SN8u--sWJpKgJ0LRWsykQi21ph25mGK8w3OGpT0r4J8srVap4Q,,,USD
Xiaomi,mobile,Xiaomi Smart Band 9,$21.49,21.49,21.49,4.8,30000.0,Bikeinn.com,26,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:5660795032670126995,productid:12564250934566053529,headlineOfferDocid:13786562253277598415,imageDocid:4365105672319300520,rds:PC_12355536467329564708|PROD_PC_12355536467329564708,gpcid:12355536467329564708,mid:576462790725702825,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcR210rs3-ljVLdNuEWnv1I2Qa1pDSXEcwR-Dw88-G5WjcE_j2ip-SAgzZ-iCrzzBUvu_bxN2YvM8C3V4MYMFglbJ-PUq5Lc_kHKOH4jfrEI,,,USD
Xiaomi,mobile,Xiaomi Redmi Note 14 Pro 5G,$351.27,351.27,351.27,4.7,12000.0,Sears - Ami Ventures Inc,27,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11718883362600874279,productid:6643327038169711554,headlineOfferDocid:459749961609800931,imageDocid:7392836144589322749,rds:PC_12876536217781531422|PROD_PC_12876536217781531422,gpcid:12876536217781531422,mid:576462816912353824,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSJrbwZC39TdeKRBL609d_p6cH-jCLYSJc65Xq1aQeul3ePcVba3Zh3Ncw8vYW6EqsGHkQa7kWgU2NaN3-fw6bIIQvLf6f_PHUOoIAydskwQMIPVwOTBSUsfg,,,USD
Xiaomi,mobile,"Xiaomi 13 6.36"" 50mp 128gb 256gb 512gb Snapdragon 8 Gen 2 Smartphone",$259.00,259.0,259.0,4.6,456.0,eBay - winwin2010,28,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:11815331806304281806,headlineOfferDocid:11815331806304281806,imageDocid:4127928290618763755,rds:PC_5052341412606338064|PROD_PC_5052341412606338064,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTXOWTajEo083zAxf59SDn4gRWt-SR3nPgL-Oo3Oi4-petxp_n_ypWHrHTzR5X8rSJSLRifkvpC-Sn9LQ35Fi5GQFNMztuETZSXov8Hx36dYpf6_ghLUQHlwA,,,USD
Xiaomi,mobile,"Xiaomi Redmi Pad SE WiFi 11"" Octa Core",$76.00,76.0,76.0,4.8,7700.0,BrickStone Kitchen + Bar,29,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:11650307217745195537,productid:3586539483090791447,headlineOfferDocid:16083069003759260030,imageDocid:10666144682207083394,rds:PC_4952530256119200341|PROD_PC_4952530256119200341,gpcid:4952530256119200341,mid:576462893631020637,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSS1m0Qq5NXuD4iQ-EmHcXTBAnAHPZJto2q3DKIZ2M2fW_R6OYbKdOeoCbOZyBu1Up1yzzXUFhBw-pTJcYGquNJWrbfQB5c,,,USD
Xiaomi,mobile,Xiaomi Mi Jia Smart Wireless Switch,$17.99,17.99,17.99,4.5,33.0,Xiaomi EU Store,30,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:8666973531309083705,productid:10770729365249960341,headlineOfferDocid:5214149845934150596,imageDocid:14537584379714413080,rds:PC_12487089595361282384|PROD_PC_12487089595361282384,gpcid:12487089595361282384,mid:576462835713498545,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQYw7IL_L1IR8IUbXeFB2sOwIrcHy5tKzQH457VqrvK45y6Pd6GcuxY8S-13mZ9sYecfipeKlTSK3UPG8sU599EXoS5y_E1,,,USD
Xiaomi,mobile,Xiaomi 17 Ultra Smartphone 6.9′′ AMOLED Snapdragon 8 Elite Gen 5 Android 16,"$1,315.00",1315.0,1315.0,4.8,427.0,eBay - helloworld2003,31,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:11151746074345165115,headlineOfferDocid:11151746074345165115,imageDocid:808260896225881514,rds:PC_5568752279026963739|PROD_PC_5568752279026963739,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQXuS3Nys5LNc2lijAPQw_DrpbRd5SXeZsHKuz--0luY_iKYNne3OjluBMlcSBNXm_ICQRcibIBlnmRvAdK2V3OxKH1ewnxiaiQl2qtj4WeJ_SGtW8uWT8JRA,,,USD
Xiaomi,mobile,Xiaomi Smart Camera C400,$40.99,40.99,40.99,4.9,8500.0,Techinn.com,32,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:15745168502738977746,productid:12482389136500761181,headlineOfferDocid:426584075992711419,imageDocid:2854348228992541879,rds:PC_15417562210260799052|PROD_PC_15417562210260799052,gpcid:15417562210260799052,mid:576462732865620221,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQCdbf_1EncR5BVVmfvV7JDXOsqlo4cV3T_yOL2ojRl39fpL2HdE1obcUc9ee_VaavN83hoWUSUmkJqWurGB_gadyCXVjCadQwFO5U-diXwGcJJWw8eNnInzA,,,USD
Xiaomi,mobile,Xiaomi Smart Band 10,$42.35,42.35,42.35,4.9,23000.0,dynsol,33,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:5015261823280694878,productid:5854580022303519281,headlineOfferDocid:15239849866260518941,imageDocid:2096568864279653136,rds:PC_9185057092000426621|PROD_PC_9185057092000426621,gpcid:9185057092000426621,mid:576462886067697283,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQnL7ZhB-x2vVH1pOooDK2V_fWbySFH6CXxZyX8e5UpmVyzAmcBoGnmbVsZrJ7Ey2lclEPGonvmRuazvaYXnA4VG6nOynYEbA,,,USD
Xiaomi,mobile,Xiaomi 14 Civi,$695.00,695.0,695.0,,,eBay,34,Free delivery,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=catalogid:17892470232081731078,productid:1392801521743004471,headlineOfferDocid:17224473950230587413,imageDocid:13855937114961395782,gpcid:2779868560110113203,mid:576462847615941962,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSpUNkq1UNgaFALUFNjJNDkn8cvsOrGDVTyEybDSghECXB3_mZslnOsr9Ye4T5uP1RRtPh1xyRoSksrFihLBqqSyGDfmSAkOTJeOV0tqOnw,,,USD
Xiaomi,mobile,"Xiaomi Redmi 14C, 128GB, 6.8in , Unlocked, New, Sealed",$259.00,259.0,259.0,4.7,21000.0,Poshmark,35,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:11162466146401354960,headlineOfferDocid:11162466146401354960,imageDocid:16662447757898807821,rds:PC_11504663859095761433|PROD_PC_11504663859095761433,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRJBwIFj0CE-0KcOSFflZkJBW3p01YPbEOBGyCgvvBTZ7kuMmOfRvm9U3A63DT0gdts6aYHcS5M1ZQaKNrljPa73q9_feFJoWIU63YQIznPn9MGLZ5a8aoU,,,USD
Xiaomi,mobile,"Unlocked Xiaomi Mi 11 Ultra 5g 256/512gb Dual Sim 6.81"" 50mp 5000mah",$336.00,336.0,336.0,4.6,455.0,eBay - phoneandaccessory,36,,"https://www.google.com/search?ibp=oshop&q=Xiaomi&prds=productid:2960516055797682989,headlineOfferDocid:2960516055797682989,imageDocid:14530384519300470851,rds:PC_942552831881692500|PROD_PC_942552831881692500,pvt:hg&hl=en&gl=us&udm=28",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSbkBnQHqx7PG58pBg-aCZd1gaKFAN3hd45NzXmIknbrv1QUmPhQ1_CzyM1DW48TEfYuTAKF_JFoC852mS3mLfMOe9q5LyYxHfU1UZiX6Nk,,,USD
